#Tesla P100-PCIE-16GB: cuda 6.0
#----------- absolute values ---------------
# 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 
18 326 314 313 313 314 315 424 424 315 315 315 315 315 316 315 315 315 315 425 424 315 316 315 316 316 315 315 315 316 315 424 424 315 315 315 316 315 315 316 315 315 316 424 424 316 316 316 315 316 316 316 315 424 424 315 315 
19 314 315 314 315 315 314 423 423 314 315 315 314 315 315 315 314 314 314 424 423 315 315 314 315 314 315 315 315 315 315 423 423 315 314 315 315 315 314 315 314 314 315 423 423 314 314 314 314 315 315 314 314 423 423 315 315 
20 325 313 313 313 314 314 313 314 424 424 315 315 315 315 315 315 315 315 316 315 424 424 315 316 315 315 315 315 315 315 315 315 424 424 315 315 315 315 316 315 315 315 315 315 315 315 315 315 315 315 424 424 315 315 315 315 
21 314 315 314 314 314 315 314 314 423 423 314 315 315 314 315 314 314 314 314 314 423 423 314 314 314 314 314 314 314 315 314 314 423 423 314 314 314 315 314 314 314 315 314 314 314 314 314 315 315 314 423 423 314 315 314 314 
22 308 297 298 297 297 297 297 297 297 297 395 395 299 299 299 299 299 299 299 299 299 299 395 395 299 299 299 299 299 299 299 299 299 299 395 396 299 299 299 299 299 299 299 299 299 299 299 299 299 299 299 299 299 299 395 395 
23 298 298 298 298 298 298 298 298 298 298 394 394 298 298 298 298 298 298 298 298 298 298 394 395 298 298 298 298 298 298 298 298 298 298 394 394 298 298 298 298 298 298 298 298 298 298 298 298 298 298 298 298 298 298 394 395 
24 419 419 310 311 310 310 311 311 311 310 310 310 419 419 311 311 311 310 310 310 311 310 310 311 419 419 311 310 311 310 311 311 310 310 310 311 419 419 310 311 310 310 310 310 419 419 311 310 311 311 310 311 310 310 311 310 
25 417 417 308 308 309 308 308 309 309 308 309 308 418 417 308 308 308 308 308 308 308 309 308 308 417 417 308 308 308 308 308 309 308 309 308 309 417 417 309 308 308 308 309 308 417 417 308 308 308 309 309 308 309 309 309 309 
26 320 308 419 419 310 310 310 310 310 310 310 310 310 310 419 419 310 310 310 310 310 310 310 311 310 310 419 419 310 310 310 310 310 310 310 310 310 310 419 419 310 310 310 310 310 310 419 419 310 310 310 310 310 310 310 310 
27 308 308 417 417 308 308 308 308 308 308 308 308 308 308 417 417 308 308 308 308 309 308 308 308 308 308 417 417 308 308 308 308 308 308 308 308 308 308 417 417 308 308 308 308 308 308 417 417 308 308 308 308 308 309 308 308 
28 303 292 292 292 391 392 294 294 294 294 294 294 294 294 294 294 391 391 294 294 294 294 294 294 294 293 294 294 392 391 294 294 294 294 294 294 294 294 294 294 391 392 294 294 294 294 294 294 391 391 294 294 294 294 294 294 
29 292 292 292 292 389 390 292 292 292 292 292 292 292 292 292 292 389 389 292 292 292 292 292 292 292 292 292 292 389 389 292 291 292 292 292 292 292 292 292 292 389 389 292 292 292 292 292 292 390 390 292 292 292 292 292 292 
30 321 309 309 309 309 309 419 419 310 311 310 310 311 310 311 311 310 310 419 419 310 311 310 311 310 311 310 310 311 311 419 419 310 310 311 311 311 310 311 311 310 310 419 419 311 310 310 311 310 310 310 311 419 419 310 311 
31 309 308 308 309 309 308 417 417 308 309 308 309 308 309 308 308 308 308 417 417 309 309 309 309 308 308 309 309 308 308 417 417 309 309 309 308 308 308 308 309 308 308 417 417 309 309 309 308 309 308 309 308 417 417 308 308 
32 308 297 296 296 296 296 296 297 407 407 298 298 298 298 298 298 298 298 298 298 407 407 298 298 298 298 298 299 298 298 298 298 407 406 298 298 298 298 298 298 298 298 298 298 298 298 298 298 298 298 407 407 298 298 298 298 
33 295 295 295 295 295 295 295 295 404 404 295 295 295 295 295 295 295 295 296 295 404 404 295 295 295 295 295 295 295 295 295 295 404 404 295 295 295 295 295 295 295 295 295 295 295 295 295 295 295 295 404 404 295 295 295 295 
34 291 280 280 280 280 280 280 280 280 280 379 378 282 282 282 282 282 282 282 282 282 282 378 378 282 282 282 282 282 282 282 282 282 282 378 378 282 282 282 282 282 282 282 282 282 282 282 282 282 282 282 282 282 282 378 378 
35 279 279 279 279 279 279 279 279 279 279 375 376 279 279 279 279 279 279 279 279 279 279 375 375 279 279 279 279 279 279 279 279 279 279 375 375 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 279 376 375 
36 417 417 309 309 309 308 309 309 308 309 308 308 417 417 309 309 309 308 308 309 308 308 309 308 418 417 309 309 309 308 308 308 308 309 309 308 417 417 308 309 309 309 309 308 417 417 308 308 309 308 308 309 308 308 309 309 
37 415 415 306 307 306 306 306 306 306 306 307 306 415 415 306 306 306 307 306 306 306 307 307 307 415 415 307 306 306 306 306 306 306 306 306 307 415 415 307 307 307 306 306 306 415 415 307 307 306 307 307 306 306 306 306 306 
38 318 306 417 417 309 308 308 308 308 308 308 308 308 308 417 417 308 308 308 308 308 308 308 308 308 308 417 417 308 308 308 308 308 308 308 308 308 308 417 417 308 308 308 308 308 308 417 417 308 308 308 308 308 308 308 308 
39 306 306 415 414 306 306 305 306 306 306 306 306 306 306 415 415 305 306 306 306 306 306 306 306 306 306 415 415 306 306 306 306 306 306 306 306 306 306 415 414 306 306 305 306 306 306 414 415 306 306 306 306 306 306 306 306 
40 300 290 290 290 390 389 292 292 292 291 292 291 292 292 291 292 390 389 292 291 291 292 291 291 292 292 292 292 389 389 292 292 292 292 292 291 292 292 291 292 389 389 292 291 292 291 291 292 389 390 292 291 292 292 292 292 
41 290 290 290 290 387 387 290 290 290 290 290 290 290 290 290 290 387 387 290 290 290 290 290 290 290 290 290 289 387 388 290 290 290 290 290 290 290 290 290 290 387 387 290 290 290 290 289 290 387 387 290 289 289 290 290 290 
42 319 307 307 307 307 307 417 417 309 308 308 309 309 309 309 308 309 308 417 417 308 308 308 309 309 308 308 309 308 308 417 417 308 308 308 308 309 309 309 308 308 309 417 417 309 308 308 308 308 308 309 309 417 417 309 309 
43 306 306 307 306 306 306 415 415 307 307 306 307 306 306 306 307 306 307 415 415 306 306 306 306 306 307 306 306 306 306 415 415 306 306 306 307 306 306 307 306 306 307 414 415 307 307 306 306 306 306 307 306 414 415 307 307 
44 407 407 298 298 299 298 299 299 299 298 298 299 407 407 299 299 298 299 298 298 298 298 299 299 407 407 299 299 298 298 298 299 298 299 299 299 407 407 299 298 299 299 298 299 407 407 298 298 298 299 298 299 298 299 298 298 
45 404 404 295 296 296 296 296 296 296 296 296 295 404 404 295 296 295 296 296 296 296 296 295 296 404 404 295 295 295 295 296 296 296 295 296 295 404 404 295 295 296 296 296 296 404 404 296 296 295 295 296 295 296 295 296 295 
46 309 297 407 407 298 298 298 298 298 298 298 298 298 298 407 407 298 298 298 298 299 298 298 298 298 298 407 406 298 298 298 298 298 298 298 298 298 298 407 407 298 298 298 298 298 298 407 407 298 298 298 298 298 298 298 298 
47 295 295 404 404 295 295 295 295 295 295 295 295 295 295 404 404 295 295 295 295 295 295 295 295 295 295 404 404 295 295 295 295 295 295 295 295 295 295 404 404 295 295 295 295 295 295 404 404 295 295 295 295 295 295 295 295 
48 291 280 280 280 379 379 282 282 282 282 282 282 282 282 282 282 379 379 282 282 282 282 282 282 282 282 282 282 379 379 282 282 282 282 282 282 282 282 282 282 379 379 282 282 282 282 282 282 379 379 282 282 282 282 282 282 
49 279 279 279 279 377 376 279 279 279 279 279 279 279 279 279 279 376 377 279 279 279 279 279 279 279 279 279 279 376 376 279 279 279 279 279 279 279 279 279 279 376 376 279 279 279 279 279 279 376 377 279 279 279 279 279 279 
50 318 306 306 306 307 306 306 306 417 417 308 308 308 308 308 308 308 308 308 308 417 417 308 308 309 308 308 308 308 308 308 308 417 417 308 308 308 308 308 308 308 308 308 308 308 308 308 308 308 309 417 417 308 308 308 308 
51 306 306 306 306 306 306 306 306 415 415 306 306 306 306 306 306 307 306 306 306 414 414 306 306 306 306 306 306 306 306 306 306 414 414 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 306 415 414 306 306 306 306 
52 309 297 297 297 297 297 407 407 299 298 299 298 298 299 298 298 298 299 407 407 299 299 298 298 298 298 298 299 298 299 407 407 299 298 298 298 299 298 299 298 299 298 407 407 298 298 298 298 298 298 298 298 407 407 298 298 
53 296 296 295 295 296 295 404 404 296 295 296 295 296 296 296 296 296 296 404 404 295 296 296 295 295 296 296 296 295 296 404 404 296 295 296 296 296 296 295 296 296 295 404 404 296 295 296 296 296 295 296 296 404 404 296 296 
54 301 290 290 290 290 290 290 290 290 290 388 388 292 292 292 292 292 292 292 292 292 292 388 388 292 292 292 292 292 292 292 292 292 292 388 389 292 292 292 292 292 292 292 292 292 292 292 292 292 292 292 292 292 292 388 389 
55 289 290 289 290 289 289 289 290 290 289 386 386 290 289 289 290 289 290 290 290 289 289 386 386 289 290 290 290 290 290 289 289 290 289 386 386 290 290 289 290 290 289 289 289 289 290 290 290 289 290 290 290 289 289 386 386 
#----------- which SMs share TLB ---------------
# 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 
0 .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. 
1 .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. 
2 .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. 
3 .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. 
4 .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. 
5 .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. 
6 .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .X .X .. .. 
7 .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .X .X .. .. 
8 .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. 
9 .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. 
10 .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .X .X 
11 .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .X .X 
12 .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. 
13 .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. 
14 .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. 
15 .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. 
16 .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. 
17 .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. 
18 .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .X .X .. .. 
19 .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .X .X .. .. 
20 .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. 
21 .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. 
22 .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .X .X 
23 .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .X .X 
24 .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. 
25 .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. 
26 .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. 
27 .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. 
28 .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. 
29 .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. 
30 .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .X .X .. .. 
31 .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .X .X .. .. 
32 .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. 
33 .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. 
34 .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .X .X 
35 .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .X .X 
36 .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. 
37 .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. 
38 .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. 
39 .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. 
40 .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. 
41 .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. 
42 .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .X .X .. .. 
43 .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .X .X .. .. 
44 .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. 
45 .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. 
46 .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. 
47 .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. 
48 .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. 
49 .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .X .X .. .. .. .. .. .. 
50 .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. 
51 .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. 
52 .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .X .X .. .. 
53 .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .X .X .. .. 
54 .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .X .X 
55 .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .X .X .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .X .X 
